Customer(id,name,gender,rank)	15000
303135,'QE-IX',200223,1943
303136,'XW135',200445,3591
303137,'IGT',200127,5195
303138,'DQS',200154,5870
303139,'UQ-II',200181,520
303140,'FP135',200276,4895
303141,'LBV',200365,3733
303142,'VZG',200038,5215
303143,'WLS',200071,3688
303144,'NV-II',200484,5476
303145,'TE20',200191,784
303146,'UT-X',200282,2096
303147,'SSM',200261,4071
303148,'FR-IV',200401,1450
303149,'YWY',200002,4670
303150,'LM-VI',200271,5293
303151,'UY98',200093,1167
303152,'QO28',200488,555
303153,'TB-IV',200498,2907
303154,'MM7',200021,4261
303155,'FBE',200016,508
303156,'WJ135',200208,1040
303157,'WU-II',200191,2078
303158,'IY-IX',200364,3801
303159,'HL98',200028,1996
303160,'YI-II',200161,4115
303161,'ZK-X',200241,270
303162,'WBP',200069,739
303163,'KCG',200283,2028
303164,'CU-V',200265,946
303165,'NWU',200053,320
303166,'SJ+',200120,2096
303167,'CYT',200190,858
303168,'NHD',200101,2209
303169,'GM35',200208,216
303170,'KK-IV',200456,3299
303171,'MG-V',200151,1347
303172,'RF20',200254,993
303173,'SH-II',200228,1928
303174,'FMM',200043,1016
303175,'XD+',200126,4752
303176,'XWY',200130,1010
303177,'IP-VIII',200059,2991
303178,'JES',200040,4805
303179,'LY40',200168,3155
303180,'XP33',200038,1048
303181,'TK4',200279,1540
303182,'FFK',200066,1054
303183,'DAC',200283,656
303184,'KCN',200073,2449
303185,'NL2000',200324,1064
303186,'PQ-IV',200243,5713
303187,'QLD',200074,2442
303188,'HD8',200427,39
303189,'GK:',200381,4997
303190,'CFJ',200490,3600
303191,'BUS',200280,4445
303192,'OCE',200440,5910
303193,'IR7',200095,3321
303194,'BS++',200383,268
303195,'RCW',200027,2121
303196,'OII',200353,3772
303197,'WUV',200245,5712
303198,'FUT',200313,3198
303199,'OR-III',200011,2145
303200,'KIW',200453,544
303201,'BOL',200412,2485
303202,'KSU',200282,3459
303203,'WME',200238,3918
303204,'IVH',200356,3864
303205,'RN24',200431,4074
303206,'GB50',200123,5437
303207,'IRY',200040,1110
303208,'QEQ',200376,5300
303209,'JC8',200465,1600
303210,'ME-III',200014,783
303211,'MHU',200235,678
303212,'AR-VI',200009,5024
303213,'BCX',200099,435
303214,'QEV',200450,2771
303215,'JTS',200328,392
303216,'FZA',200217,1213
303217,'PYS',200395,414
303218,'AQ',200422,1501
303219,'NE50',200402,5181
303220,'NMZ',200376,4284
303221,'IY7',200098,1061
303222,'VEY',200342,4468
303223,'ZJ-VII',200104,3190
303224,'ICg',200251,3350
303225,'MZ9',200127,4757
303226,'SOR',200227,1690
303227,'QX4',200243,4514
303228,'SWQ',200432,5940
303229,'WM24',200320,3857
303230,'NN-II',200385,313
303231,'MH-III',200282,3626
303232,'XFF',200065,3299
303233,'DPO',200283,2790
303234,'EQ4',200327,152
303235,'NGX',200097,806
303236,'JMi',200078,538
303237,'GSS',200451,3882
303238,'CSZ',200152,4635
303239,'CGW',200320,1071
303240,'YOP',200292,1009
303241,'ZQG',200007,782
303242,'AB35',200468,169
303243,'PYQ',200072,2491
303244,'DQ7',200465,5807
303245,'IC8',200396,4022
303246,'CP+',200163,834
303247,'WP24',200190,4840
303248,'WPU',200126,885
303249,'CRZ',200050,3625
303250,'BAD',200114,3265
303251,'BRP',200045,847
303252,'QA8',200285,5783
303253,'FG24',200026,1585
303254,'BGR',200164,1445
303255,'RGH',200126,1250
303256,'PS85',200412,3037
303257,'RE-V',200420,1640
303258,'IW-IV',200032,1271
303259,'RR135',200438,4276
303260,'OD8',200090,1745
303261,'PUV',200404,3175
303262,'CJ20',200092,3732
303263,'DFE',200323,1823
303264,'ONQ',200209,4451
303265,'LT-III',200375,4578
303266,'CV-III',200091,149
303267,'GS8',200172,5913
303268,'YK6',200213,2197
303269,'RX135',200307,2025
303270,'PWQ',200363,1202
303271,'XN',200308,2220
303272,'WYZ',200276,2902
303273,'AD35',200017,5337
303274,'YD105',200391,1841
303275,'JAO',200071,5159
303276,'BW28',200147,1794
303277,'ACg',200471,5534
303278,'JI-II',200120,3420
303279,'DJ-IV',200464,955
303280,'BGS',200077,2394
303281,'MOI',200337,5788
303282,'KPD',200155,3106
303283,'HTB',200118,3973
303284,'UA20',200091,1752
303285,'RL-II',200485,3976
303286,'WR2000',200275,5593
303287,'NA-IV',200073,329
303288,'EO5',200108,5622
303289,'TZ8',200215,229
303290,'IZQ',200241,5568
303291,'PX33',200289,4555
303292,'QAD',200456,2516
303293,'ZZ50',200328,3089
303294,'CN8',200477,1711
303295,'ZF-VII',200102,2053
303296,'PDL',200104,532
303297,'XXH',200054,349
303298,'PAg',200374,1700
303299,'CO2000',200052,3565
303300,'AZI',200284,2436
303301,'LAN',200473,277
303302,'PI28',200367,513
303303,'RPP',200347,1864
303304,'LUW',200449,1019
303305,'FKC',200393,3618
303306,'LB135',200414,855
303307,'SCU',200204,3845
303308,'FSQ',200389,3483
303309,'TT35',200332,2858
303310,'BZ-VII',200002,3752
303311,'YEK',200433,1905
303312,'ZM-VII',200098,3133
303313,'JYW',200424,5091
303314,'IYP',200306,2572
303315,'YEP',200150,1485
303316,'GT-X',200108,2601
303317,'WO98',200186,570
303318,'EKg',200364,5431
303319,'DWG',200393,4991
303320,'RI:',200476,5332
303321,'BC9',200086,624
303322,'TG5',200003,3051
303323,'LIG',200384,1659
303324,'OB-II',200001,5833
303325,'YRV',200443,395
303326,'JFN',200029,3105
303327,'EFG',200251,3239
303328,'ER4',200152,3160
303329,'GH8',200299,1475
303330,'VH-X',200265,4580
303331,'LV++',200481,1282
303332,'FKY',200055,2801
303333,'VC-VIII',200495,1437
303334,'SW-II',200434,5698
303335,'YZ28',200237,4429
303336,'USg',200303,3570
303337,'SV-V',200081,4892
303338,'LSQ',200349,1882
303339,'HAg',200477,3744
303340,'RWE',200198,4502
303341,'TC-VII',200143,2054
303342,'TJ+',200249,2395
303343,'OYC',200459,5351
303344,'TQJ',200057,1706
303345,'MOE',200360,5512
303346,'KY35',200353,3462
303347,'RKG',200452,5602
303348,'MT++',200423,245
303349,'DWg',200338,5484
303350,'GA',200402,5825
303351,'FAF',200302,1936
303352,'GY8',200422,3890
303353,'XOV',200035,2897
303354,'UV++',200135,4616
303355,'MK-III',200206,3500
303356,'IS7',200301,2757
303357,'CFL',200230,3605
303358,'GGg',200323,2919
303359,'OSH',200311,5855
303360,'XOK',200183,2644
303361,'AD40',200106,5932
303362,'HG-VII',200406,2230
303363,'MAV',200406,4766
303364,'TT85',200083,5700
303365,'UTT',200086,3738
303366,'KYN',200385,5859
303367,'UUC',200398,168
303368,'XVB',200219,5345
303369,'FB-VIII',200436,2081
303370,'PA33',200328,5995
303371,'USX',200301,394
303372,'FQL',200132,4796
303373,'MEJ',200419,4548
303374,'TQg',200400,2662
303375,'QL-VII',200229,5908
303376,'XT4',200478,2246
303377,'NKM',200208,1102
303378,'JA98',200390,920
303379,'NF35',200385,5482
303380,'ZC6',200261,4393
303381,'PYX',200201,3373
303382,'UE',200194,3016
303383,'ZD-IV',200159,5342
303384,'MYE',200203,4382
303385,'LT85',200061,1835
303386,'UV33',200386,5592
303387,'VMU',200124,3594
303388,'BN-II',200285,1628
303389,'PEF',200377,3169
303390,'VX8',200052,4803
303391,'HJ50',200212,1750
303392,'IN33',200003,1748
303393,'XT50',200492,280
303394,'DUi',200111,676
303395,'QV33',200352,3082
303396,'JU-IX',200080,2516
303397,'OYI',200018,432
303398,'GEG',200107,499
303399,'CF-X',200257,2055
303400,'SA8',200187,1214
303401,'FQg',200254,941
303402,'TK-VII',200079,3382
303403,'SJ5',200302,1327
303404,'NH85',200407,1689
303405,'EBL',200125,5947
303406,'QDV',200028,3397
303407,'IZS',200346,4374
303408,'WB50',200409,1015
303409,'UCT',200145,2785
303410,'UED',200420,4967
303411,'MI20',200005,3797
303412,'USi',200325,4389
303413,'DR++',200419,1522
303414,'QVJ',200048,3448
303415,'SFI',200482,5349
303416,'GLX',200175,320
303417,'SUW',200129,767
303418,'SII',200451,1049
303419,'YU28',200209,2757
303420,'TMH',200456,2834
303421,'VTX',200099,3612
303422,'NK2000',200336,5991
303423,'HET',200399,346
303424,'CR5',200482,5847
303425,'ZD7',200496,2758
303426,'GVH',200399,5738
303427,'UW-II',200474,3809
303428,'YPW',200249,4127
303429,'OPg',200447,4538
303430,'JBJ',200133,2848
303431,'IKV',200408,3569
303432,'QQH',200435,4393
303433,'QZT',200044,371
303434,'AOQ',200214,4807
303435,'KS',200260,1572
303436,'JHB',200051,5574
303437,'FAF',200405,2000
303438,'KSS',200069,938
303439,'ZF35',200024,3895
303440,'IZZ',200222,4370
303441,'JUN',200113,4054
303442,'UD85',200195,1982
303443,'VO20',200214,3636
303444,'OFG',200339,3194
303445,'WST',200412,5574
303446,'WFW',200319,3970
303447,'YO7',200486,5385
303448,'MN50',200285,4618
303449,'MTZ',200194,1436
303450,'DI40',200046,613
303451,'SJF',200230,2087
303452,'OIX',200439,3389
303453,'ENL',200137,4998
303454,'GSI',200067,213
303455,'PB98',200484,2516
303456,'OLJ',200373,3494
303457,'SX98',200290,176
303458,'SXT',200086,3922
303459,'JFZ',200385,5758
303460,'QTC',200246,3663
303461,'HHR',200100,8
303462,'DC-VII',200127,1330
303463,'YU98',200058,3091
303464,'HX105',200429,1167
303465,'GTG',200033,3812
303466,'KI-VIII',200430,1041
303467,'OB85',200292,5943
303468,'FGU',200089,2995
303469,'MZ20',200327,5547
303470,'KN50',200098,4597
303471,'GA135',200018,557
303472,'KH+',200464,3895
303473,'BSP',200090,1245
303474,'OJ135',200251,2759
303475,'HQg',200135,535
303476,'WW6',200036,3319
303477,'WO-VIII',200471,5541
303478,'CLg',200396,263
303479,'ZL50',200487,429
303480,'BO-II',200463,1191
303481,'NE+',200192,5097
303482,'KJT',200339,5948
303483,'AB4',200342,2746
303484,'BXJ',200405,2212
303485,'MHN',200012,1889
303486,'DC-V',200184,3685
303487,'XBX',200040,1175
303488,'ORJ',200064,3539
303489,'ZB135',200027,3394
303490,'TI6',200300,1123
303491,'LQE',200400,1916
303492,'TC-VIII',200483,5601
303493,'LO35',200374,2824
303494,'JZ-VIII',200244,1935
303495,'EW40',200087,2572
303496,'GRH',200028,3983
303497,'NY++',200345,354
303498,'EHR',200125,1200
303499,'TOI',200202,2757
303500,'RMM',200428,1398
303501,'PC++',200206,5160
303502,'AO',200212,150
303503,'ZYP',200020,2907
303504,'ASF',200497,844
303505,'PSH',200075,101
303506,'UUU',200360,1133
303507,'HO',200234,1064
303508,'ZDR',200488,2539
303509,'POO',200065,156
303510,'FO5',200203,5186
303511,'GW-VIII',200169,935
303512,'VLH',200152,4883
303513,'ZVJ',200259,4703
303514,'CB',200234,2780
303515,'VE35',200234,5849
303516,'UW6',200471,4107
303517,'UC++',200469,2463
303518,'EVV',200300,15
303519,'LS28',200221,1066
303520,'YP33',200383,303
303521,'VFZ',200346,4382
303522,'YUC',200286,4590
303523,'RD98',200428,2124
303524,'OI-VI',200317,5720
303525,'HTZ',200145,2227
303526,'JU35',200257,1827
303527,'IZ85',200083,5624
303528,'EH-IV',200187,5047
303529,'FK-III',200321,1556
303530,'TBF',200457,905
303531,'KE',200325,2906
303532,'MN35',200313,4514
303533,'QWQ',200352,2650
303534,'TK50',200239,631
303535,'QN2000',200146,2662
303536,'JRG',200123,1541
303537,'WSH',200432,626
303538,'LN-III',200106,3591
303539,'ESV',200027,4515
303540,'DNK',200181,5730
303541,'AP-II',200030,2677
303542,'JVK',200124,5960
303543,'WSW',200300,5487
303544,'CFA',200299,3195
303545,'VW:',200320,4517
303546,'TTV',200015,772
303547,'CA-IV',200265,1779
303548,'XJ-VIII',200124,1614
303549,'SG-II',200419,5058
303550,'DQ',200326,2414
303551,'DI35',200196,3338
303552,'MOY',200182,4274
303553,'KJ40',200179,2008
303554,'NHR',200450,5598
303555,'MXR',200076,1962
303556,'DAQ',200244,837
303557,'WY-IV',200361,5257
303558,'MG2000',200178,5930
303559,'PP50',200130,5481
303560,'HVT',200044,4175
303561,'XJ-V',200207,2917
303562,'QH-V',200085,1070
303563,'KW135',200449,2825
303564,'UQK',200183,300
303565,'AT:',200423,46
303566,'QH',200406,1345
303567,'DWO',200064,143
303568,'MDT',200156,292
303569,'CPZ',200198,2577
303570,'VI7',200342,632
303571,'HIQ',200284,2747
303572,'CO24',200442,5080
303573,'IUS',200137,3369
303574,'FH40',200226,2736
303575,'JIV',200092,2911
303576,'SSR',200382,5722
303577,'WZD',200274,5570
303578,'DTX',200231,3936
303579,'VAE',200336,2167
303580,'MO-VII',200120,5296
303581,'MUA',200201,939
303582,'GK5',200119,3642
303583,'NK-VII',200422,2757
303584,'CRI',200189,2029
303585,'UUI',200454,857
303586,'WWW',200442,905
303587,'JII',200177,4406
303588,'QKT',200019,5757
303589,'VOY',200181,1710
303590,'AT',200482,611
303591,'PMY',200280,2939
303592,'AB28',200149,3895
303593,'AR40',200089,2316
303594,'IIE',200057,4593
303595,'MR98',200283,5576
303596,'ZOG',200471,4426
303597,'IX20',200175,5382
303598,'TQ-VII',200066,4804
303599,'APD',200238,5594
303600,'RFY',200290,2911
303601,'YA9',200200,557
303602,'ZI5',200211,5525
303603,'ASO',200110,4935
303604,'OKR',200444,4639
303605,'KL+',200292,5306
303606,'WUJ',200089,5717
303607,'MOA',200289,2296
303608,'LN-V',200399,4835
303609,'BW98',200037,5996
303610,'JTi',200012,1918
303611,'JK5',200030,4940
303612,'LGQ',200320,2158
303613,'ROY',200322,1673
303614,'VU-IX',200091,4221
303615,'QHL',200057,193
303616,'SPM',200344,2776
303617,'HLS',200004,3188
303618,'GD-II',200321,4089
303619,'PT-IV',200458,3281
303620,'UC',200062,2199
303621,'OKF',200251,1710
303622,'AGO',200054,1584
303623,'AAI',200369,5878
303624,'NXO',200108,3691
303625,'HA9',200151,4907
303626,'OG135',200353,3036
303627,'FR40',200127,596
303628,'ZI6',200376,3471
303629,'WP4',200062,5455
303630,'QE24',200130,1411
303631,'SG33',200404,3891
303632,'BJ:',200302,1070
303633,'RD28',200442,4509
303634,'FW40',200293,1217
303635,'AG+',200083,3073
303636,'AU-V',200225,1250
303637,'RJ-V',200157,1822
303638,'QR2000',200323,3862
303639,'RK-VII',200139,735
303640,'LF7',200239,5653
303641,'YJX',200013,2591
303642,'DT-VI',200172,2803
303643,'BE135',200320,3209
303644,'UXR',200083,3338
303645,'UHK',200167,3892
303646,'YME',200353,4602
303647,'KH40',200211,1821
303648,'FFI',200422,3792
303649,'HCK',200259,3918
303650,'QCQ',200203,211
303651,'ENg',200372,1488
303652,'GF+',200046,5982
303653,'ZJC',200017,1556
303654,'KM-X',200286,1188
303655,'AF4',200390,4633
303656,'FR',200143,5937
303657,'QUQ',200007,331
303658,'NNB',200046,1165
303659,'IKF',200112,5211
303660,'ZNR',200338,2848
303661,'PYU',200327,2309
303662,'LEI',200252,5774
303663,'BYS',200050,2612
303664,'CJE',200444,5333
303665,'DFQ',200301,3113
303666,'YFR',200300,249
303667,'MV-VII',200203,5636
303668,'JO-VI',200340,4979
303669,'ZIE',200153,309
303670,'OC28',200406,848
303671,'QI5',200130,2917
303672,'FRB',200367,858
303673,'MYA',200123,4836
303674,'AAN',200418,4577
303675,'GM-IV',200397,1030
303676,'YB',200106,1246
303677,'HVH',200148,936
303678,'TDZ',200498,618
303679,'PW-VII',200118,3027
303680,'UL-III',200477,2395
303681,'PSI',200378,3304
303682,'VVA',200408,1403
303683,'JC8',200070,2400
303684,'GR:',200006,1345
303685,'WU6',200036,2396
303686,'YJX',200009,2014
303687,'DOD',200277,5219
303688,'UVT',200455,4809
303689,'FYP',200487,2007
303690,'QUZ',200490,4009
303691,'JN24',200351,46
303692,'SQ-VIII',200398,3272
303693,'UZ-III',200437,3513
303694,'AC-VI',200305,5464
303695,'VI-VI',200056,2728
303696,'QKX',200440,2598
303697,'ENJ',200484,4108
303698,'YK50',200296,182
303699,'YV50',200317,2276
303700,'UWE',200462,3378
303701,'PNH',200496,3249
303702,'ZHQ',200314,3301
303703,'KNN',200483,635
303704,'EC24',200081,2174
303705,'CJ24',200206,1589
303706,'VC',200274,937
303707,'ZH105',200382,5205
303708,'TEQ',200316,2789
303709,'XBV',200068,5628
303710,'IS-X',200022,1045
303711,'XHY',200080,489
303712,'VTQ',200007,1165
303713,'RWP',200018,2864
303714,'USI',200340,196
303715,'CXW',200481,4861
303716,'QIC',200398,3135
303717,'CEX',200471,3317
303718,'QQ135',200472,3852
303719,'QND',200015,5997
303720,'DP-IX',200248,4208
303721,'CPP',200274,2366
303722,'QT98',200059,5018
303723,'NF50',200371,3459
303724,'YGJ',200083,5738
303725,'AB-VII',200033,624
303726,'IF98',200100,1477
303727,'OOA',200206,362
303728,'SJ35',200254,362
303729,'PJ-III',200099,2546
303730,'UFP',200249,5890
303731,'GTg',200150,3980
303732,'CEM',200422,2427
303733,'MKV',200253,5530
303734,'NE135',200009,1927
303735,'NJ33',200292,1195
303736,'NE40',200158,4136
303737,'AE5',200150,1972
303738,'WAL',200305,5562
303739,'OYD',200083,4768
303740,'DUW',200321,4534
303741,'DFg',200361,2931
303742,'DSW',200012,5880
303743,'KW+',200439,3929
303744,'WM35',200321,2048
303745,'CUI',200277,1046
303746,'VM98',200444,2733
303747,'LHG',200441,1979
303748,'YRP',200179,1144
303749,'TW6',200488,4705
303750,'KX-X',200351,769
303751,'DV33',200120,4597
303752,'JBZ',200326,2533
303753,'ATg',200057,3961
303754,'YAE',200332,5245
303755,'TQ-VIII',200001,3445
303756,'CO2000',200058,3254
303757,'WT:',200358,308
303758,'KG:',200463,106
303759,'VUK',200436,1828
303760,'DN-VII',200070,5118
303761,'FQ2000',200394,1976
303762,'KZ4',200460,693
303763,'VS35',200297,4054
303764,'WK50',200305,478
303765,'KOB',200482,4919
303766,'SXR',200165,5140
303767,'ICV',200226,1316
303768,'UZ-III',200302,4518
303769,'CK-VIII',200376,4373
303770,'UV98',200041,2704
303771,'CYZ',200039,882
303772,'CYC',200342,4236
303773,'CSL',200013,3147
303774,'EE50',200093,1360
303775,'XJF',200305,4584
303776,'KF2000',200016,5218
303777,'IN-X',200422,2703
303778,'LJ-II',200058,1169
303779,'UCO',200277,4417
303780,'HUH',200216,5902
303781,'JGE',200281,5812
303782,'EM20',200213,4133
303783,'MU-X',200476,5260
303784,'UXA',200321,1620
303785,'OV28',200130,3648
303786,'BB20',200161,4232
303787,'PY105',200260,5667
303788,'KC++',200186,4672
303789,'WI85',200338,590
303790,'CK4',200035,505
303791,'ELO',200286,1352
303792,'KJW',200156,465
303793,'BCD',200494,4320
303794,'ZI+',200300,3038
303795,'FGF',200143,4916
303796,'LPI',200226,522
303797,'UW33',200193,4143
303798,'CH-V',200030,2533
303799,'OS50',200337,1513
303800,'BIL',200328,3202
303801,'IF:',200395,43
303802,'PDP',200180,5655
303803,'AZV',200194,5243
303804,'JFU',200122,577
303805,'TQ9',200369,4021
303806,'RUK',200281,2599
303807,'SON',200053,1632
303808,'GN5',200030,4545
303809,'PR:',200057,1275
303810,'ER9',200260,1893
303811,'BG105',200337,1612
303812,'MR4',200394,4220
303813,'HCi',200243,4808
303814,'MP85',200295,3146
303815,'DKF',200200,4227
303816,'RPL',200325,1158
303817,'JUW',200099,2333
303818,'TIg',200490,1432
303819,'YDR',200257,1317
303820,'AOA',200391,859
303821,'YA28',200211,5898
303822,'YYS',200256,917
303823,'XY28',200348,2030
303824,'XRQ',200307,3370
303825,'MXK',200418,527
303826,'IWA',200088,2354
303827,'VUg',200279,2345
303828,'YCR',200365,438
303829,'ZX-II',200403,3908
303830,'BC98',200245,1901
303831,'TZM',200110,3779
303832,'VG-X',200218,5558
303833,'SC-II',200303,4422
303834,'UUM',200108,750
303835,'NP-IV',200018,110
303836,'BT8',200214,1059
303837,'UW2000',200288,2962
303838,'FJi',200391,2051
303839,'TF',200162,917
303840,'NF7',200252,3419
303841,'AAF',200131,2437
303842,'LG-VIII',200433,799
303843,'FCG',200083,5635
303844,'PKA',200084,4792
303845,'GF-III',200082,207
303846,'YGF',200157,1183
303847,'QUg',200262,2636
303848,'WV5',200133,5278
303849,'FIL',200312,2573
303850,'LP7',200067,1216
303851,'WZ6',200055,258
303852,'ZVT',200122,5031
303853,'BM40',200258,4005
303854,'EJK',200297,4724
303855,'SZU',200270,2500
303856,'OQ-IV',200161,4393
303857,'FH40',200098,5528
303858,'GRX',200247,256
303859,'GYZ',200346,1936
303860,'EZ',200039,5976
303861,'XN-IV',200047,5592
303862,'DBC',200010,3268
303863,'VNL',200235,4774
303864,'VG98',200287,1234
303865,'FNB',200104,3587
303866,'OF+',200111,5190
303867,'GH135',200212,4807
303868,'QEP',200333,1284
303869,'VZg',200400,5776
303870,'HKK',200472,4020
303871,'OU-VII',200394,3771
303872,'ZZ:',200122,2625
303873,'XSF',200091,656
303874,'UU8',200029,1755
303875,'KPZ',200268,4701
303876,'VU135',200310,3146
303877,'LH-II',200165,3192
303878,'OI8',200390,956
303879,'XCV',200439,5145
303880,'HU35',200339,746
303881,'ECZ',200315,4077
303882,'HR++',200245,2603
303883,'OMD',200379,3038
303884,'YLX',200422,4745
303885,'ICJ',200471,2244
303886,'LE85',200042,818
303887,'PKO',200292,4627
303888,'VNX',200008,2214
303889,'JS-VI',200271,2087
303890,'OH105',200302,3003
303891,'AAF',200487,5642
303892,'MWU',200319,5504
303893,'LGC',200295,5997
303894,'SF-X',200365,2671
303895,'BFZ',200273,1691
303896,'JF-VIII',200246,282
303897,'QZ-VIII',200303,2917
303898,'UAX',200072,3287
303899,'DQ-VIII',200286,4250
303900,'XIR',200255,3632
303901,'TYT',200195,877
303902,'LM40',200268,5059
303903,'LLV',200204,2405
303904,'UQY',200396,4348
303905,'UB++',200237,3153
303906,'IK40',200228,1289
303907,'TTZ',200434,4280
303908,'OZ20',200393,5474
303909,'UM6',200026,3934
303910,'QT105',200447,4922
303911,'UPV',200168,5908
303912,'RU6',200165,2649
303913,'GA35',200290,1545
303914,'SS-V',200431,3345
303915,'AFi',200252,5221
303916,'NFN',200368,3083
303917,'ET33',200278,5137
303918,'TV98',200365,2566
303919,'NO-VIII',200007,2511
303920,'QIO',200001,4962
303921,'UGQ',200159,5241
303922,'RPV',200102,1007
303923,'ASC',200023,2862
303924,'CL33',200490,1091
303925,'YJ-II',200113,1272
303926,'JLN',200149,3785
303927,'FV-II',200485,3841
303928,'JVM',200013,2076
303929,'ZC8',200419,5242
303930,'PL2000',200336,54
303931,'XBS',200100,5601
303932,'WDE',200061,3666
303933,'AQI',200290,3889
303934,'OGO',200078,1731
303935,'TYP',200240,3754
303936,'RLg',200114,1426
303937,'RL5',200481,2620
303938,'FQZ',200211,346
303939,'DC+',200449,3530
303940,'AND',200377,1743
303941,'IDO',200235,3985
303942,'MCJ',200428,1145
303943,'YQN',200483,4141
303944,'VB4',200317,3197
303945,'YAZ',200244,754
303946,'GM24',200072,4943
303947,'YVP',200215,5484
303948,'QZ2000',200039,1562
303949,'OHM',200306,3363
303950,'EL28',200392,1072
303951,'DHO',200333,2150
303952,'PQZ',200453,2790
303953,'YX-X',200353,799
303954,'GH-V',200271,5825
303955,'ZUT',200218,40
303956,'XA6',200367,4385
303957,'KFJ',200234,222
303958,'LA5',200003,4671
303959,'DP40',200397,2297
303960,'UX20',200458,3568
303961,'PZ98',200160,2973
303962,'RCg',200213,3638
303963,'HM5',200381,1290
303964,'PM7',200198,973
303965,'MK33',200289,1087
303966,'USY',200039,3084
303967,'YP33',200317,1737
303968,'ZI4',200411,2519
303969,'CI9',200360,5151
303970,'IYF',200384,4394
303971,'IBA',200096,551
303972,'ATJ',200380,1969
303973,'CC35',200089,871
303974,'DAA',200248,2755
303975,'JIL',200405,2157
303976,'WE135',200033,1810
303977,'KEg',200498,5812
303978,'YT35',200442,1457
303979,'PO-VI',200032,929
303980,'SH4',200259,102
303981,'QT28',200497,4904
303982,'PHF',200332,1114
303983,'BF:',200479,3737
303984,'TG9',200262,918
303985,'SX24',200062,233
303986,'UH',200110,5840
303987,'MU50',200395,2663
303988,'PSF',200434,4190
303989,'IW7',200042,2981
303990,'OW-V',200027,4938
303991,'JEY',200455,3454
303992,'LYC',200226,2740
303993,'VH105',200427,3605
303994,'GD6',200261,1553
303995,'QJW',200202,787
303996,'RAF',200319,560
303997,'HN85',200128,1585
303998,'BR-IV',200391,135
303999,'AA-VII',200053,1917
304000,'WW-VII',200353,2382
304001,'GQV',200433,2097
304002,'LC9',200301,5631
304003,'ZJO',200128,2627
304004,'GTi',200144,4935
304005,'UQi',200459,968
304006,'FCC',200248,2077
304007,'VM7',200167,7
304008,'KS-IV',200214,807
304009,'ASP',200226,1821
304010,'NP9',200213,1603
304011,'DS24',200122,4169
304012,'LLJ',200301,1826
304013,'DX+',200217,1326
304014,'GHE',200380,3108
304015,'IBH',200118,268
304016,'AK-VI',200109,4685
304017,'EU-X',200168,3831
304018,'CPP',200018,2810
304019,'UJ40',200482,1485
304020,'EVG',200308,2649
304021,'NAD',200336,2321
304022,'ZG-VIII',200480,4899
304023,'DU-X',200141,2103
304024,'MG4',200177,581
304025,'YO-IV',200175,4910
304026,'HIU',200202,3654
304027,'ZX:',200202,1715
304028,'AO20',200195,3232
304029,'IEJ',200186,4644
304030,'ZK20',200185,842
304031,'PXY',200215,3599
304032,'CA24',200254,5990
304033,'YJ135',200140,3751
304034,'DUH',200045,4517
304035,'IOQ',200452,1019
304036,'ZXg',200349,3650
304037,'FM4',200271,159
304038,'XXY',200143,4174
304039,'BL-III',200327,3224
304040,'XX9',200048,5483
304041,'HE',200334,1755
304042,'GB',200331,1045
304043,'WX24',200429,2707
304044,'PRg',200060,4904
304045,'SNC',200374,2089
304046,'UOR',200037,1737
304047,'WC:',200192,3620
304048,'ZXB',200458,2647
304049,'XUK',200461,5817
304050,'UPD',200379,1255
304051,'MUF',200496,5382
304052,'JHW',200164,2714
304053,'VUQ',200318,5500
304054,'KJC',200495,3502
304055,'JJT',200185,3942
304056,'EM98',200191,112
304057,'IW-VIII',200056,2952
304058,'GAK',200010,1574
304059,'FN135',200142,5769
304060,'TO-IV',200314,321
304061,'GME',200068,55
304062,'XKg',200370,5179
304063,'JXV',200063,745
304064,'EUR',200268,5000
304065,'MT20',200122,753
304066,'BPL',200216,1468
304067,'NTW',200433,5974
304068,'PY-III',200330,4316
304069,'OLI',200475,1807
304070,'NH35',200419,4431
304071,'PNM',200291,4958
304072,'MQ-VIII',200151,1854
304073,'DC20',200198,535
304074,'KVG',200021,610
304075,'TNH',200034,4184
304076,'LWA',200029,969
304077,'JWX',200162,1516
304078,'DQG',200063,2064
304079,'UI7',200034,5267
304080,'BUO',200437,3755
304081,'LTY',200008,790
304082,'LIT',200081,4969
304083,'BS35',200381,4684
304084,'OHF',200031,687
304085,'DTC',200022,3146
304086,'AR4',200199,3221
304087,'QY4',200497,5658
304088,'KW6',200064,1452
304089,'HZV',200474,5595
304090,'HJ-II',200040,5125
304091,'VTX',200073,4532
304092,'HS9',200389,3059
304093,'CH-VI',200278,4900
304094,'ZWQ',200313,110
304095,'SCX',200225,888
304096,'BBZ',200013,1464
304097,'GEi',200010,1734
304098,'SP50',200462,221
304099,'KPC',200142,1879
304100,'AEV',200143,353
304101,'SM33',200264,3074
304102,'SFI',200245,583
304103,'KSZ',200005,3980
304104,'WUI',200119,5967
304105,'IQM',200440,4074
304106,'MP85',200400,3446
304107,'XO2000',200273,607
304108,'YL8',200351,852
304109,'MMS',200019,1242
304110,'ZNM',200377,1265
304111,'QZ+',200225,482
304112,'UH135',200177,2307
304113,'MLS',200370,872
304114,'HM-III',200164,1757
304115,'BZU',200156,259
304116,'AVg',200120,4962
304117,'YW28',200161,2491
304118,'LP-VIII',200018,4192
